age,gender,employment_status,annual_income,usage_per_month,top_genre,num_of_days_active
28,Male,Employed part-time,13950,285,Pop,281
41,Female,Student,59350,546,Rock,154
22,Male,Employed full-time,24950,637,Pop,242
20,Female,Student,10850,164,Rock,218
49,Female,Employed full-time,9900,631,Pop,143
42,Female,Employed part-time,22450,2982,Rock,167
44,Male,Employed full-time,113650,339,Rock,173
16,Female,Student,22400,31,Rock,234
33,Female,Employed full-time,29750,2960,Rock,141
25,Female,Employed full-time,33450,61,Rock,137
35,Female,Employed full-time,104450,2643,Rock,172
19,Male,Student,56100,114,Pop,106
39,Male,Employed part-time,20600,1156,Pop,157
20,Female,Student,28750,44,Jazz,133
62,Male,Employed full-time,16100,1597,Pop,196
27,Female,Employed full-time,3300,2438,Pop,199
16,Female,Student,2300,191,Pop,246
30,Female,Employed full-time,22950,573,Pop,251
37,Female,Employed full-time,28650,822,Pop,180
34,Male,Employed full-time,14350,1304,Pop,207
39,Female,Employed full-time,33100,76,Pop,219
43,Male,Employed part-time,11750,2472,Pop,179
18,Male,Employed full-time,4500,226,Pop,216
43,Female,Employed full-time,114850,982,Pop,176
22,Female,Employed full-time,16950,2006,Pop,181
34,Male,Employed full-time,42750,3,Jazz,185
38,Female,Employed full-time,108350,1202,Pop,167
34,Female,Unemployed,27500,1864,Pop,226
19,Male,Student,12650,80,Rock,144
50,Male,Employed full-time,29600,13,Jazz,200
40,Female,Employed part-time,57450,1153,Classical,216
31,Female,Employed part-time,14150,300,Pop,169
49,Male,Employed full-time,54600,1164,Pop,150
25,Female,Student,19050,2219,Pop,232
16,Male,Student,15500,1806,Classical,222
26,Male,Employed full-time,40950,1966,Rock,225
44,Female,Employed full-time,43400,1432,Indie,134
16,Female,Student,14450,1425,Pop,138
19,Female,Employed part-time,93250,1265,Classical,223
30,Male,Employed part-time,22250,2768,Indie,281
33,Male,Employed full-time,54700,774,Classical,214
16,Male,Employed full-time,43950,1935,Pop,110
44,Female,Employed full-time,7500,2469,Classical,258
23,Female,Student,22500,14,Rock,206
22,Male,Student,23300,1424,Country,155
28,Female,Student,51400,1081,Pop,164
29,Female,Employed full-time,52400,1131,Pop,225
21,Female,Unemployed,3450,7,Rock,127
33,Male,Employed full-time,41450,1081,Pop,183
36,Male,Employed full-time,25150,197,Pop,111
49,Male,Employed full-time,24400,973,Hip Hop,245
23,Male,Employed full-time,1850,1638,Classical,167
45,Female,Employed full-time,41300,321,Rock,90
37,Prefer not to say,Employed full-time,110500,24,Pop,266
20,Female,Student,25550,918,Pop,171
33,Male,Unemployed,9250,1024,Rock,186
20,Male,Employed full-time,29650,273,Classical,218
28,Male,Student,13400,1823,Pop,208
47,Male,Employed full-time,4400,871,Rock,150
45,Female,Employed full-time,4800,914,Pop,209
58,Prefer not to say,Employed full-time,20150,1842,Pop,155
36,Female,Employed part-time,25550,53,Hip Hop,208
29,Female,Employed full-time,1050,1086,Pop,167
39,Male,Employed full-time,51900,171,Rock,236
45,Male,Student,15450,2929,Rock,159
25,Female,Student,9100,272,Classical,141
46,Male,Employed full-time,118400,1848,Rock,190
36,Male,Employed full-time,39250,2412,Pop,197
43,Female,Employed full-time,18900,2032,Classical,164
24,Female,Student,19200,133,Pop,227
47,Female,Employed full-time,22750,2534,Rock,233
32,Female,Employed part-time,28450,136,Classical,125
29,Female,Unemployed,20150,1158,Country,216
27,Female,Unemployed,750,1515,Hip Hop,163
47,Male,Employed full-time,16450,2758,Classical,264
45,Female,Employed full-time,8100,1786,Indie,235
36,Male,Employed full-time,106700,1321,Classical,141
20,Female,Employed full-time,21700,1878,Pop,191
32,Male,Employed full-time,37950,2620,Country,251
21,Female,Student,29500,1799,Country,183
39,Female,Employed full-time,17550,2515,Pop,197
18,Male,Unemployed,26350,761,Pop,243
25,Male,Employed full-time,21700,2303,Pop,178
24,Female,Employed full-time,59100,551,Classical,166
46,Male,Employed full-time,10400,2586,Pop,152
50,Male,Employed full-time,110550,2565,Classical,204
45,Male,Employed part-time,48600,1029,Classical,176
36,Female,Employed part-time,5050,1934,Pop,191
32,Male,Employed full-time,97850,2829,Pop,147
38,Male,Employed full-time,115550,972,Country,189
29,Female,Student,25550,325,Jazz,144
44,Male,Employed full-time,58200,238,Country,190
24,Male,Student,19700,214,Pop,215
27,Male,Employed full-time,6350,1533,Rock,195
48,Male,Employed full-time,12750,336,Jazz,230
27,Female,Employed full-time,27850,310,Country,140
35,Male,Employed full-time,54900,2682,Pop,271
44,Male,Employed full-time,8100,1390,Pop,112
28,Male,Employed full-time,16200,25,Pop,184
23,Female,Student,29100,1863,Indie,212
32,Male,Employed full-time,56150,2781,Pop,164
42,Male,Employed full-time,13550,1690,Rock,133
27,Male,Employed full-time,10500,831,Rock,160
17,Female,Student,2650,11,Rock,150
31,Male,Student,14300,1,Indie,150
47,Male,Employed full-time,13750,1196,Pop,267
38,Female,Employed full-time,52650,1740,Pop,186
41,Female,Employed full-time,28850,1977,Rock,194
47,Male,Employed full-time,29200,324,Pop,186
49,Female,Employed full-time,162950,1499,Rock,173
18,Female,Unemployed,7600,206,Indie,208
24,Male,Student,3350,2832,Pop,206
19,Female,Student,14900,917,Country,229
48,Female,Unemployed,13350,282,Pop,181
21,Female,Student,42400,1102,Pop,150
47,Male,Employed full-time,52650,734,Country,140
16,Female,Student,16250,35,Rock,220
46,Male,Employed full-time,112900,1167,Rock,120
41,Male,Employed full-time,35450,2345,Pop,175
39,Female,Employed full-time,24800,1835,Classical,124
23,Male,Student,19950,1773,Indie,128
27,Male,Student,11950,13,Pop,155
37,Male,Employed part-time,8100,677,Pop,125
24,Male,Student,19800,2427,Pop,101
28,Female,Student,12150,276,Pop,121
35,Female,Employed full-time,19450,326,Indie,201
34,Male,Employed full-time,500,1040,Pop,187
30,Male,Employed full-time,116050,1259,Pop,180
47,Male,Employed full-time,700,14,Pop,146
42,Male,Employed full-time,92200,2559,Rock,149
24,Male,Unemployed,9300,199,Country,165
30,Female,Employed full-time,54800,1352,Pop,155
36,Female,Employed part-time,47450,1715,Rock,295
46,Male,Employed full-time,13800,2988,Pop,171
42,Female,Employed full-time,12650,1133,Indie,229
22,Female,Student,33950,1216,Pop,113
20,Female,Student,23700,1850,Indie,170
16,Male,Student,26750,664,Pop,214
47,Male,Employed full-time,24250,2784,Classical,209
17,Female,Student,16400,1354,Classical,212
26,Male,Student,58700,2387,Rock,142
18,Male,Employed full-time,13600,281,Pop,203
29,Female,Employed part-time,14100,32,Indie,261
27,Male,Student,3050,2887,Rock,161
60,Female,Employed full-time,41650,2784,Country,189
34,Male,Employed full-time,47850,120,Pop,215
42,Female,Employed part-time,15800,103,Jazz,172
18,Male,Student,3250,160,Pop,163
23,Female,Unemployed,15400,1812,Rock,156
32,Female,Unemployed,1750,1474,Country,187
35,Male,Employed full-time,4250,2243,Pop,218
18,Male,Employed full-time,25700,2791,Pop,154
22,Male,Employed full-time,18600,208,Classical,63
21,Male,Student,192350,922,Pop,162
16,Female,Student,9850,1024,Pop,184
24,Other,Student,3150,11,Rock,267
48,Male,Employed full-time,99550,1518,Pop,223
46,Male,Employed full-time,36150,2439,Pop,156
21,Female,Employed full-time,57150,14,Pop,198
41,Female,Employed full-time,4900,1825,Indie,140
39,Male,Employed full-time,34900,1234,Pop,193
28,Female,Unemployed,3400,315,Rock,177
17,Female,Student,21200,5,Classical,135
36,Male,Employed full-time,117500,2534,Pop,194
34,Female,Employed full-time,43700,183,Pop,181
45,Male,Employed full-time,9150,15,Classical,160
30,Female,Employed full-time,91150,2403,Pop,150
46,Male,Employed part-time,800,1881,Indie,262
35,Male,Employed full-time,23700,2136,Rock,215
38,Male,Employed full-time,1550,2345,Classical,175
18,Female,Student,22150,19,Rock,225
22,Male,Employed full-time,31850,2516,Jazz,220
48,Male,Employed full-time,12250,2387,Pop,229
39,Male,Employed full-time,114000,576,Pop,173
39,Female,Employed full-time,25900,372,Pop,293
48,Female,Employed full-time,11300,865,Classical,225
23,Male,Student,19150,2199,Pop,163
21,Male,Unemployed,47100,2665,Classical,105
27,Male,Employed full-time,59150,2958,Indie,307
40,Male,Employed full-time,20950,9,Rock,232
22,Female,Student,24650,1665,Country,202
23,Male,Employed part-time,6400,33,Pop,136
35,Male,Student,2750,1292,Country,126
28,Female,Student,20300,343,Jazz,170
34,Male,Unemployed,5500,438,Indie,91
32,Female,Unemployed,5650,368,Country,203
30,Female,Employed part-time,1800,1400,Classical,189
36,Female,Student,19650,1310,Country,201
23,Female,Student,29750,155,Classical,199
47,Male,Employed full-time,111350,1544,Indie,229
36,Female,Employed full-time,28950,1197,Pop,210
23,Female,Employed full-time,950,2,Classical,189
38,Male,Employed full-time,16950,895,Pop,196
17,Female,Employed full-time,24350,266,Pop,207
32,Male,Employed part-time,101950,2151,Indie,116
36,Male,Employed full-time,121700,157,Pop,237
42,Female,Employed full-time,24050,1189,Jazz,174
26,Male,Employed full-time,39700,332,Indie,203
34,Male,Employed full-time,18850,1878,Country,179
33,Male,Employed full-time,92200,2461,Indie,197
39,Female,Unemployed,7500,2390,Rock,132
43,Male,Employed full-time,98150,1301,Pop,146
38,Male,Employed full-time,14500,117,Pop,208
46,Male,Employed full-time,91350,10,Pop,182
20,Female,Unemployed,3300,1293,Pop,204
47,Male,Employed full-time,97350,426,Pop,178
31,Male,Employed full-time,40300,147,Classical,106
33,Male,Unemployed,8650,31,Rock,140
47,Male,Employed full-time,33350,555,Hip Hop,120
59,Male,Employed full-time,23600,2341,Classical,201
31,Male,Employed full-time,14950,2187,Rock,250
43,Female,Employed full-time,40950,2568,Country,131
18,Female,Student,111150,965,Classical,140
50,Male,Employed full-time,39050,296,Jazz,125
24,Male,Unemployed,9250,153,Pop,82
45,Female,Employed full-time,165600,2412,Jazz,189
40,Female,Employed full-time,27800,2309,Rock,227
43,Male,Employed full-time,11450,1245,Classical,231
23,Female,Employed full-time,26900,12,Pop,217
45,Male,Employed full-time,107850,1680,Rock,221
42,Male,Employed full-time,10850,699,Hip Hop,190
27,Female,Student,18750,2906,Pop,175
22,Female,Employed full-time,14600,77,Pop,136
44,Female,Employed full-time,44250,204,Indie,211
28,Male,Student,54850,2095,Classical,184
30,Male,Employed full-time,8950,2468,Classical,205
49,Female,Employed full-time,37850,1202,Rock,178
38,Female,Employed full-time,1150,1024,Pop,199
36,Female,Employed full-time,18700,646,Pop,169
39,Male,Employed full-time,6000,2796,Country,212
43,Female,Employed full-time,22350,164,Rock,209
43,Male,Employed full-time,53950,2839,Pop,129
47,Male,Employed full-time,43450,1459,Pop,119
46,Male,Employed full-time,23650,2200,Pop,288
21,Male,Student,33750,137,Pop,202
22,Female,Employed full-time,18000,2627,Classical,162
50,Male,Employed full-time,17050,1605,Pop,180
21,Female,Student,36400,59,Rock,142
38,Female,Employed full-time,15400,2148,Pop,199
40,Male,Employed part-time,22350,177,Pop,113
21,Female,Employed full-time,55800,2349,Pop,243
37,Female,Employed full-time,45900,2043,Pop,128
49,Male,Employed full-time,109600,2037,Pop,141
36,Female,Employed full-time,16200,1915,Rock,216
17,Female,Student,15050,1986,Rock,194
39,Female,Employed part-time,1350,774,Classical,153
30,Male,Employed full-time,41250,2977,Pop,228
43,Male,Employed full-time,114950,2635,Jazz,190
34,Male,Employed full-time,15400,1391,Pop,179
21,Female,Employed full-time,4250,7,Pop,128
43,Male,Employed full-time,54250,2057,Rock,144
27,Male,Student,21700,369,Pop,201
50,Female,Employed full-time,4250,672,Country,202
42,Female,Employed full-time,26600,1387,Classical,238
28,Female,Student,14600,1011,Rock,146
43,Female,Employed full-time,1500,2745,Rock,175
19,Male,Employed part-time,56900,181,Pop,180
19,Male,Student,9100,1001,Pop,169
30,Female,Employed part-time,39700,1718,Rock,157
40,Female,Employed part-time,34550,2633,Pop,221
17,Female,Student,3900,2263,Pop,112
31,Male,Employed full-time,101550,2080,Rock,208
46,Male,Employed full-time,96300,802,Pop,191
29,Male,Student,36200,2620,Classical,179
32,Male,Employed full-time,16900,114,Pop,164
16,Female,Student,7800,11,Pop,123
48,Male,Employed full-time,4050,2969,Rock,236
50,Female,Employed full-time,45450,57,Country,178
37,Female,Employed full-time,20050,1128,Pop,221
46,Male,Employed full-time,53150,1190,Pop,175
27,Male,Unemployed,168750,1371,Pop,258
45,Male,Employed full-time,115300,1844,Classical,211
25,Female,Employed full-time,34200,204,Pop,168
20,Female,Employed full-time,27750,1228,Pop,130
43,Female,Employed part-time,8150,1318,Pop,268
23,Female,Student,7250,579,Rock,150
41,Female,Employed full-time,104450,806,Pop,226
19,Male,Employed full-time,54550,1955,Pop,179
34,Female,Employed part-time,28500,50,Rock,209
38,Female,Employed part-time,47700,1464,Indie,258
21,Male,Employed full-time,16300,1583,Indie,152
47,Female,Employed full-time,39500,2150,Rock,150
23,Male,Student,20500,1528,Pop,120
33,Female,Employed part-time,21700,2464,Pop,226
36,Female,Student,24950,2028,Pop,151
18,Female,Student,4700,87,Pop,126
22,Male,Student,58350,1266,Pop,159
17,Female,Student,12250,263,Classical,294
48,Male,Employed full-time,103400,130,Classical,131
34,Male,Employed full-time,25100,104,Jazz,223
27,Male,Employed full-time,41600,132,Pop,120
19,Female,Employed part-time,11150,1828,Classical,107
29,Male,Student,20300,174,Rock,188
28,Male,Employed full-time,22350,1447,Classical,120
19,Male,Employed full-time,53800,2905,Country,137
28,Female,Student,21850,246,Classical,228
37,Female,Employed full-time,54700,543,Classical,237
39,Male,Employed full-time,36900,2101,Pop,157
22,Male,Student,21000,5,Pop,250
27,Male,Employed full-time,95650,329,Pop,203
16,Female,Student,22550,120,Pop,190
24,Female,Employed full-time,21050,10,Pop,251
18,Female,Employed full-time,28200,7,Country,189
21,Female,Employed full-time,9250,53,Jazz,194
35,Male,Employed full-time,7950,1597,Pop,113
37,Male,Employed full-time,20950,11,Pop,231
20,Female,Student,14750,19,Pop,181
33,Female,Employed full-time,500,2618,Classical,175
40,Male,Employed full-time,10650,1774,Classical,216
44,Male,Employed full-time,26550,2495,Pop,241
40,Male,Employed full-time,122100,1761,Pop,203
45,Male,Employed full-time,26700,1543,Country,202
25,Female,Employed part-time,34150,264,Pop,128
47,Male,Employed full-time,47150,263,Pop,195
34,Male,Employed full-time,53600,252,Classical,291
49,Male,Employed full-time,170500,2761,Classical,130
35,Male,Unemployed,43900,165,Pop,188
47,Male,Employed full-time,6700,1673,Pop,193
36,Male,Employed full-time,25800,1870,Pop,203
49,Male,Employed full-time,27050,218,Pop,239
44,Female,Employed full-time,23500,1687,Jazz,208
46,Female,Employed full-time,950,2106,Pop,113
39,Female,Employed full-time,11750,284,Pop,203
17,Female,Student,24800,124,Pop,184
24,Female,Employed full-time,58250,1631,Pop,120
33,Male,Employed full-time,1350,2344,Pop,133
32,Male,Employed full-time,36900,2479,Pop,218
20,Female,Employed full-time,45050,101,Rock,141
58,Female,Employed full-time,28600,222,Classical,152
27,Female,Employed full-time,31100,116,Rock,178
38,Male,Employed full-time,43850,813,Pop,198
50,Prefer not to say,Employed full-time,25650,190,Pop,207
26,Female,Unemployed,14200,833,Rock,261
33,Female,Employed full-time,106000,121,Country,180
31,Male,Employed full-time,117150,1015,Pop,245
38,Male,Employed full-time,3600,2027,Jazz,200
45,Female,Employed full-time,28000,335,Rock,181
24,Female,Employed full-time,29050,40,Pop,289
40,Female,Employed full-time,37650,340,Rock,134
19,Male,Employed full-time,13850,1783,Pop,152
37,Male,Employed full-time,106750,613,Pop,236
22,Female,Employed full-time,7700,120,Rock,240
19,Female,Employed full-time,58150,288,Pop,194
49,Male,Employed full-time,12400,1438,Classical,167
28,Female,Student,16650,2165,Classical,139
41,Female,Employed full-time,1850,331,Classical,200
39,Female,Employed part-time,14450,406,Pop,224
32,Female,Employed full-time,16450,1422,Indie,176
25,Male,Employed full-time,25300,1343,Pop,159
41,Male,Employed full-time,27950,119,Jazz,141
21,Male,Student,4650,199,Country,123
37,Male,Employed full-time,8400,14,Rock,152
19,Prefer not to say,Student,15200,367,Pop,130
47,Male,Employed full-time,123100,2806,Classical,174
28,Female,Employed full-time,114650,112,Country,282
42,Female,Employed part-time,10950,341,Rock,181
38,Female,Employed part-time,15800,158,Pop,204
16,Female,Student,5600,5,Pop,176
22,Female,Employed full-time,35350,2059,Hip Hop,158
36,Female,Employed full-time,103500,2704,Pop,169
43,Male,Employed full-time,3800,961,Rock,141
31,Female,Employed full-time,14350,1884,Rock,174
31,Male,Student,20900,2913,Pop,261
41,Male,Employed full-time,7700,2089,Pop,188
25,Female,Employed part-time,20600,160,Classical,167
46,Female,Employed full-time,50750,2914,Indie,200
44,Female,Unemployed,2450,137,Country,175
42,Female,Employed full-time,28350,2752,Classical,192
40,Female,Unemployed,18800,1122,Rock,214
23,Male,Employed full-time,5900,116,Classical,170
34,Female,Employed full-time,18150,2066,Rock,216
45,Female,Employed full-time,93200,2537,Hip Hop,194
43,Male,Employed full-time,16350,1484,Pop,172
30,Female,Employed full-time,13150,965,Indie,198
63,Male,Employed part-time,20250,1996,Pop,191
25,Male,Unemployed,25600,1988,Pop,227
49,Female,Employed full-time,47600,2741,Pop,171
22,Male,Student,14850,310,Pop,198
33,Male,Employed full-time,20400,42,Rock,62
30,Female,Employed full-time,42000,82,Pop,159
24,Male,Employed full-time,47550,357,Pop,223
22,Male,Employed full-time,2000,162,Country,212
26,Male,Employed part-time,17250,1777,Rock,215
17,Female,Student,20850,154,Pop,111
47,Female,Employed full-time,15050,1685,Pop,216
48,Male,Employed full-time,2200,1786,Pop,96
64,Male,Employed full-time,14000,1791,Classical,149
33,Female,Employed full-time,14700,2720,Pop,197
42,Male,Employed full-time,23850,1796,Classical,222
44,Female,Student,1000,1070,Rock,101
42,Female,Employed part-time,45650,168,Rock,284
37,Female,Unemployed,9550,1303,Pop,186
36,Male,Employed full-time,127750,1857,Pop,184
17,Prefer not to say,Unemployed,4950,1470,Pop,298
16,Male,Student,3850,311,Country,189
35,Male,Employed full-time,21650,1596,Rock,230
22,Male,Employed full-time,6400,2439,Indie,190
46,Male,Employed full-time,23050,2014,Jazz,196
18,Male,Employed full-time,10650,2186,Rock,186
45,Male,Employed full-time,91350,2361,Pop,151
36,Female,Employed full-time,56450,1255,Country,219
28,Female,Unemployed,16100,2249,Jazz,149
49,Male,Employed full-time,24050,2071,Pop,123
38,Male,Employed full-time,6150,1478,Country,219
22,Male,Employed full-time,108800,1440,Pop,164
50,Male,Student,104750,2664,Rock,133
25,Female,Employed full-time,13850,612,Pop,175
29,Female,Student,22750,552,Rock,184
36,Male,Employed full-time,47750,1499,Pop,126
22,Male,Unemployed,22050,1810,Indie,156
20,Female,Employed part-time,55750,1175,Pop,195
24,Male,Student,57600,901,Pop,160
17,Male,Student,11150,2604,Pop,140
24,Female,Student,29800,1311,Pop,170
52,Female,Employed full-time,145250,1011,Jazz,194
31,Female,Employed full-time,13850,2269,Pop,296
24,Male,Employed full-time,22850,56,Classical,53
42,Male,Employed full-time,113150,890,Pop,198
44,Male,Student,2250,1183,Pop,136
24,Male,Student,7150,650,Classical,169
19,Female,Employed full-time,27100,53,Pop,117
46,Male,Employed full-time,140600,1115,Country,215
39,Female,Employed full-time,19250,1383,Pop,185
28,Male,Employed full-time,21550,2682,Pop,154
28,Male,Employed full-time,26700,1637,Pop,250
31,Male,Employed full-time,169700,881,Pop,230
43,Male,Employed full-time,111650,2087,Jazz,195
33,Female,Unemployed,48800,447,Rock,168
29,Female,Student,11850,25,Classical,242
17,Male,Student,24000,1474,Rock,247
19,Female,Employed full-time,10400,7,Rock,153
48,Male,Employed full-time,47000,471,Indie,174
16,Male,Student,22050,221,Indie,157
46,Female,Employed full-time,1900,596,Pop,235
25,Male,Employed full-time,4500,307,Rock,149
19,Male,Student,7950,224,Pop,181
27,Female,Student,26650,277,Pop,165
27,Female,Employed full-time,6800,5,Indie,234
32,Male,Employed full-time,136350,2001,Classical,178
23,Male,Student,98300,2300,Pop,184
30,Female,Employed part-time,6950,355,Classical,200
24,Male,Employed full-time,6650,1669,Pop,118
34,Female,Employed full-time,8900,2356,Pop,210
40,Female,Employed full-time,115450,36,Rock,198
21,Male,Employed part-time,19750,307,Indie,149
35,Male,Employed full-time,103950,994,Pop,203
26,Male,Unemployed,20450,400,Rock,162
28,Male,Employed full-time,3000,325,Pop,159
44,Female,Employed part-time,28600,2984,Pop,249
24,Male,Student,7050,99,Jazz,200
16,Female,Student,27650,2054,Rock,129
37,Female,Student,18350,1928,Jazz,184
38,Male,Employed full-time,6750,1917,Country,169
20,Female,Employed full-time,24750,1874,Rock,222
17,Male,Student,15050,378,Indie,242
26,Male,Employed full-time,94950,1597,Pop,192
41,Male,Employed full-time,20650,1051,Rock,230
17,Female,Student,6650,36,Classical,276
16,Female,Student,20650,995,Pop,245
30,Male,Employed full-time,4100,1342,Country,221
21,Female,Student,92500,2884,Classical,232
40,Male,Employed full-time,42500,1726,Rock,217
23,Female,Employed part-time,5300,421,Pop,163
36,Male,Employed part-time,38350,2482,Country,181
18,Female,Student,4100,1189,Jazz,208
31,Female,Unemployed,3350,1922,Pop,128
40,Male,Student,104600,1397,Pop,161
38,Female,Unemployed,111600,489,Classical,156
43,Male,Employed full-time,155050,417,Pop,218
20,Male,Unemployed,29950,343,Jazz,268
26,Male,Student,13250,179,Pop,176
19,Male,Student,29450,2472,Rock,159
21,Male,Employed full-time,165000,293,Jazz,193
16,Female,Student,16750,153,Pop,202
29,Male,Student,3900,1554,Classical,153
20,Male,Employed full-time,91450,407,Country,142
23,Male,Unemployed,25450,438,Pop,155
26,Male,Employed full-time,16050,346,Jazz,195
22,Male,Employed full-time,16050,233,Pop,195
26,Male,Student,15950,423,Pop,188
47,Male,Employed full-time,15250,2423,Pop,150
50,Male,Employed full-time,114350,2050,Rock,247
27,Male,Student,10450,995,Pop,165
49,Male,Employed full-time,13550,1488,Pop,190
26,Female,Student,23600,794,Classical,171
22,Male,Employed part-time,35850,253,Pop,183
30,Male,Student,13050,162,Pop,229
25,Female,Employed full-time,1300,268,Indie,171
42,Male,Unemployed,18600,483,Classical,159
25,Female,Employed part-time,8750,200,Country,239
30,Male,Employed full-time,31150,331,Pop,150
30,Female,Employed part-time,41900,8,Pop,171
45,Female,Unemployed,58850,1348,Pop,163
27,Male,Student,2350,798,Rock,176
22,Male,Employed full-time,45600,2906,Rock,149
23,Male,Employed full-time,19000,1888,Classical,176
40,Male,Employed full-time,19500,2120,Indie,132
17,Male,Student,2700,1189,Pop,204
38,Male,Employed full-time,19150,1512,Pop,132
31,Male,Employed full-time,18350,2661,Pop,252
39,Male,Employed full-time,12800,1415,Pop,129
32,Male,Employed part-time,4000,6,Classical,185
35,Male,Employed full-time,450,454,Pop,194
17,Female,Student,24700,58,Pop,114
26,Female,Student,2250,5,Pop,177
36,Male,Employed full-time,1500,1503,Classical,269
23,Female,Student,29700,2426,Pop,241
26,Male,Student,38550,2890,Pop,190
30,Female,Unemployed,44400,298,Rock,227
33,Female,Employed full-time,109150,2631,Pop,193
25,Male,Employed full-time,54800,12,Country,187
20,Male,Student,42200,260,Pop,233
21,Male,Student,131650,1025,Pop,161
39,Female,Unemployed,23400,38,Classical,218
48,Male,Employed full-time,8150,1088,Classical,108
31,Male,Employed full-time,6100,1831,Rock,157
28,Female,Unemployed,10550,12,Indie,161
37,Female,Employed part-time,7050,267,Classical,197
18,Female,Student,29650,123,Rock,152
28,Male,Unemployed,26100,1392,Classical,195
35,Female,Unemployed,18100,2186,Pop,178
25,Female,Student,17800,32,Jazz,241
48,Female,Employed part-time,19100,2971,Hip Hop,101
34,Female,Employed full-time,14400,1352,Country,118
39,Female,Employed full-time,107950,942,Pop,165
31,Female,Unemployed,24400,1709,Pop,172
20,Female,Student,4750,49,Country,110
40,Male,Employed full-time,115700,1753,Pop,207
28,Male,Employed full-time,57700,2117,Pop,209
19,Male,Employed full-time,91600,2444,Pop,213
38,Female,Employed full-time,107750,1160,Classical,213
16,Female,Student,5850,10,Country,159
17,Female,Student,17350,605,Pop,261
18,Female,Employed full-time,43900,123,Rock,203
28,Male,Student,19900,42,Rock,258
44,Female,Employed part-time,56900,2762,Rock,234
36,Male,Employed full-time,91900,1735,Country,120
33,Male,Employed full-time,101050,2788,Country,194
50,Female,Employed full-time,19800,1675,Jazz,77
39,Male,Employed full-time,192650,2068,Pop,139
35,Female,Employed part-time,12550,319,Classical,201
41,Female,Employed full-time,26150,2569,Pop,180
20,Female,Employed full-time,40300,2362,Pop,186
48,Female,Employed full-time,4950,1148,Country,199
36,Male,Student,108250,359,Pop,192
33,Male,Employed full-time,17850,958,Country,210
33,Female,Unemployed,48550,306,Country,149
25,Male,Student,45300,285,Pop,177
26,Male,Employed full-time,2500,968,Jazz,226
29,Male,Student,18100,2240,Pop,200
19,Female,Student,3800,122,Pop,181
21,Prefer not to say,Unemployed,100,700,Country,202
20,Male,Student,56700,1766,Classical,266
41,Male,Employed full-time,195500,850,Rock,145
36,Female,Employed full-time,116600,1197,Pop,183
16,Female,Student,32950,132,Classical,178
35,Female,Student,6050,2896,Jazz,119
34,Male,Employed full-time,93900,41,Jazz,172
24,Male,Student,26050,2022,Pop,220
29,Male,Student,5550,1552,Classical,180
41,Male,Employed full-time,188600,1603,Pop,232
44,Male,Employed full-time,12400,365,Country,188
46,Female,Employed full-time,22600,5,Country,264
35,Male,Employed full-time,176700,2150,Rock,186
17,Female,Student,14200,308,Hip Hop,207
24,Male,Employed full-time,24050,12,Country,179
37,Male,Employed full-time,40450,2688,Jazz,240
49,Male,Employed full-time,92450,1719,Classical,170
48,Female,Employed part-time,300,2837,Classical,215
24,Male,Employed full-time,5350,454,Pop,169
21,Female,Employed full-time,17100,1791,Pop,184
23,Male,Employed full-time,8900,536,Pop,108
40,Female,Employed full-time,142450,1056,Rock,174
17,Female,Student,14950,286,Pop,165
25,Female,Student,6500,640,Pop,220
17,Male,Student,6500,1069,Pop,123
30,Female,Employed full-time,26500,344,Pop,251
27,Male,Student,39750,2689,Pop,212
48,Male,Employed full-time,35250,716,Rock,138
24,Male,Employed full-time,59250,341,Pop,192
23,Male,Student,5600,1777,Jazz,147
46,Female,Employed part-time,155650,528,Classical,253
25,Male,Student,55600,1165,Country,310
48,Female,Employed full-time,17850,8,Rock,118
23,Male,Employed full-time,198350,58,Country,144
30,Female,Employed full-time,150,1920,Rock,203
35,Male,Employed full-time,107750,1823,Rock,204
46,Female,Employed full-time,37250,1110,Indie,139
45,Male,Employed full-time,32800,2587,Country,203
42,Male,Employed part-time,174050,316,Pop,91
48,Male,Employed part-time,132000,287,Classical,185
39,Male,Employed full-time,4600,171,Jazz,142
34,Male,Employed part-time,27800,2983,Rock,210
33,Male,Employed full-time,91100,1725,Pop,154
48,Female,Student,52300,1485,Classical,141
30,Female,Employed part-time,32600,2220,Hip Hop,205
32,Male,Employed full-time,12800,2616,Pop,163
48,Male,Employed part-time,27550,124,Pop,125
23,Male,Student,28100,2582,Pop,213
33,Male,Unemployed,46700,155,Pop,221
31,Male,Employed part-time,37950,1587,Pop,189
33,Female,Employed part-time,6300,100,Classical,265
44,Female,Employed full-time,21400,1490,Classical,155
48,Female,Employed full-time,28400,2510,Indie,146
36,Female,Employed part-time,17100,276,Classical,273
32,Female,Unemployed,9850,731,Pop,169
20,Male,Employed full-time,14850,1121,Country,216
24,Female,Student,29150,2740,Pop,167
31,Female,Unemployed,187450,1577,Pop,171
45,Male,Employed full-time,111900,1142,Pop,195
18,Male,Student,22750,2133,Pop,220
36,Female,Unemployed,5800,8,Classical,228
35,Male,Student,55200,2278,Country,226
48,Female,Employed full-time,27950,2089,Pop,198
17,Male,Student,21500,1225,Pop,196
24,Male,Student,27500,194,Indie,213
38,Female,Employed full-time,250,74,Pop,156
24,Male,Employed full-time,37400,173,Rock,204
22,Male,Employed full-time,17300,2494,Pop,187
